"Status","Progress","Duration (in seconds)","Finished","DistributionChannel","UserLanguage","Consent","DGS_1","DGS_2","DGS_3","DGS_4","DGS_5","DGS_6","DGS_7","DGS_8","DGS_9","DGS_10","DGS_11","DGS_12","DGS_13","DGS_14","DGS_15","DGS_16","DGS_17","DGS_18","DGS_19","DGS_20","DGS_21","DGS_22","DGS_23","DGS_24","DGS_25","DGS_26","DGS_27","DGS_28","DGS_29","DGS_30","DGS_31","DGS_32","DGS_33","DGS_34","DGS_35","DGS_36","DGS_37","DGS_38","DGS_39","DGS_40","DGS_41","DGS_42","DGS_43","DGS_44","DGS_45","DGS_46","DGS_47","DGS_48","DGS_49","DGS_50","DGS_51","DGS_52","DGS_53","DGS_54","DGS_55","DGS_56","DGS_57","DGS_58","DGS_59","DGS_60","DGS_61","DGS_62","DGS_63","DGS_64","DGS_65","DGS_66","DGS_67","DGS_68","DGS_69","DGS_70","DGS_71","DGS_72","DGS_73","DGS_74","DGS_75","HEXACO_C_1","HEXACO_C_2","HEXACO_C_3","HEXACO_C_4","HEXACO_C_5","HEXACO_C_6","HEXACO_C_7","HEXACO_C_8","HEXACO_C_9","HEXACO_C_10","Age","Gender","Race","Degree","Income","Religion"
"0","100","1218","1","anonymous","EN","1","4","5","5","4","4","2","3","5","4","3","3","4","4","5","4","5","5","4","4","3","4","5","4","3","4","4","4","3","4","4","4","4","4","5","5","3","4","5","2","4","4","3","4","3","4","4","4","3","3","5","4","3","2","3","4","4","5","6","2","4","4","4","5","3","5","5","4","3","4","5","5","2","5","4","4","4","4","3","2","2","4","3","2","4","2","27","2","1","6","8","10"
"0","100","581","1","anonymous","EN","1","3","6","6","1","2","1","1","4","2","2","6","5","5","6","4","6","5","4","2","1","1","4","1","1","5","2","1","1","1","5","4","1","6","5","1","5","5","7","1","4","2","6","5","1","6","3","1","1","3","2","2","1","2","2","5","5","5","5","1","3","6","4","6","1","1","6","1","1","1","6","5","2","6","5","6","4","5","4","1","1","4","1","4","2","1","35","2","6","6","10","9"
"0","100","1172","1","anonymous","EN","1","3","4","5","4","5","3","2","4","3","5","2","4","3","3","4","4","3","4","4","3","3","5","2","5","2","3","4","5","4","5","4","5","3","4","3","4","3","4","4","3","5","3","4","5","3","5","3","4","4","4","4","4","2","2","2","3","3","5","4","4","3","5","3","4","5","3","1","4","4","3","3","4","2","4","5","4","3","3","2","4","3","2","2","2","3","24","1","1","2","2","7"
"0","100","957","1","anonymous","EN","1","3","4","1","5","4","2","5","4","2","2","5","6","4","4","6","5","6","5","5","3","4","4","6","4","5","2","6","5","5","5","4","6","6","6","2","7","5","5","3","5","2","2","4","2","7","7","2","4","5","5","3","5","2","1","6","4","6","7","4","6","5","4","6","4","4","4","4","2","2","4","5","2","6","5","5","4","2","4","1","2","5","2","2","4","2","37","2","6","7","1","10"
"0","100","1377","1","anonymous","EN","1","4","3","1","4","2","4","5","1","1","1","3","5","2","1","6","4","7","7","6","2","3","7","3","3","6","2","7","3","6","5","4","5","7","4","4","7","7","4","4","4","2","7","1","4","1","7","2","4","5","3","1","7","2","2","7","6","6","7","6","6","3","6","6","6","4","1","7","2","2","2","4","1","3","7","7","5","1","5","1","1","5","1","1","5","1","44","2","6","6","8","1"
"0","100","732","1","anonymous","EN","1","2","2","1","6","2","6","7","1","2","1","2","6","2","2","7","2","7","6","4","2","2","4","3","5","4","1","6","3","5","6","4","7","6","7","3","7","6","2","5","5","1","7","6","1","2","6","2","2","5","2","2","4","2","3","7","6","7","7","5","7","7","2","7","6","1","2","7","5","1","2","2","1","2","6","6","4","4","5","1","1","4","2","2","4","2","37","1","6","3","3","11"
"0","100","974","1","anonymous","EN","1","2","4","4","5","3","4","4","4","2","2","5","6","5","4","5","4","4","5","3","2","3","4","2","3","4","2","4","3","5","5","4","5","4","5","2","4","4","4","4","4","2","4","6","3","2","5","4","4","4","2","4","5","2","4","5","5","5","5","2","3","6","4","6","5","3","4","5","3","3","3","4","2","4","6","4","3","3","3","4","3","4","3","3","2","4","54","1","6","5","11","2"
"0","100","962","1","anonymous","EN","1","6","2","7","2","1","6","4","4","1","1","2","7","2","4","5","7","7","7","6","7","5","5","7","7","7","1","7","6","7","7","4","7","7","7","7","7","6","4","7","7","6","7","7","1","1","7","1","7","7","7","1","7","2","1","7","6","7","7","6","7","7","1","5","7","7","1","7","7","4","1","4","1","6","2","6","5","4","5","1","1","5","1","1","4","1","35","1","6","5","2","9"
"0","100","1195","1","anonymous","EN","1","5","2","3","7","2","2","7","1","2","1","2","7","3","2","7","2","7","6","4","4","2","6","2","7","6","1","6","7","6","7","4","7","7","6","7","7","7","7","2","6","2","6","4","1","4","7","2","6","6","6","2","6","2","1","6","6","7","7","6","7","6","2","6","6","3","1","6","6","1","7","6","1","6","6","7","5","1","5","1","1","5","1","1","5","3","33","1","6","2","3","1"
"0","100","687","1","anonymous","EN","1","6","5","6","5","3","3","3","2","2","2","6","6","2","3","6","6","5","5","5","5","3","5","4","3","5","3","5","2","3","6","4","5","5","6","2","5","5","5","3","5","2","5","5","2","3","5","3","1","5","3","3","5","2","2","5","3","5","6","2","5","5","3","6","5","2","2","5","2","1","3","6","2","5","6","3","5","1","5","2","2","4","1","2","4","2","31","1","6","3","12","10"
"0","100","926","1","anonymous","EN","1","4","6","4","4","2","1","5","4","7","2","5","7","3","4","4","5","4","7","5","5","4","1","5","5","7","2","4","1","4","3","4","7","7","6","1","5","6","7","5","7","1","4","4","4","5","5","4","5","4","7","4","5","2","7","5","4","7","7","1","2","5","7","4","1","4","1","6","3","2","7","7","4","4","5","5","5","3","4","1","1","3","1","1","4","1","52","2","1","3","3","7"
"0","100","1441","1","anonymous","EN","1","3","3","3","3","3","2","3","5","3","2","3","5","3","1","3","3","5","3","3","2","3","3","1","6","3","2","5","3","5","3","4","5","5","2","3","5","5","6","3","5","3","7","5","5","5","3","3","3","3","2","3","5","2","3","2","3","5","5","4","5","3","5","5","2","6","3","3","3","5","5","5","2","2","6","3","5","2","4","2","2","4","1","2","2","2","53","2","6","4","5","10"
"0","100","685","1","anonymous","EN","1","4","1","1","5","1","2","6","2","1","1","1","6","1","2","6","5","6","5","6","3","2","4","4","6","6","1","6","3","5","6","4","6","7","3","4","7","7","7","1","5","2","4","4","1","2","6","2","5","6","2","1","4","2","1","6","7","6","6","5","7","5","2","5","5","3","3","5","2","1","4","6","3","3","6","6","5","2","5","1","1","5","1","2","5","1","46","2","1","5","10","1"
"0","100","1764","1","anonymous","EN","1","3","4","2","4","3","4","3","4","3","3","5","5","5","6","5","5","5","5","5","3","3","5","5","5","4","3","5","4","4","5","4","5","5","5","3","5","5","5","3","5","3","3","5","3","3","5","3","4","4","4","5","4","2","3","5","5","5","5","5","5","5","4","5","3","5","3","5","4","3","4","5","5","5","5","5","4","3","4","2","2","4","4","3","2","2","41","1","6","6","12","9"
"0","100","1256","1","anonymous","EN","1","3","5","2","4","3","3","4","2","3","2","5","5","4","5","6","5","5","4","5","5","3","5","2","5","4","4","5","3","5","5","4","5","6","6","4","5","5","5","3","5","2","5","5","2","2","4","3","3","5","4","3","3","2","3","5","5","6","6","3","6","5","3","6","3","3","3","6","3","2","2","5","2","6","6","5","4","2","4","2","2","4","2","2","4","2","69","1","6","3","4","12"
"0","100","1333","1","anonymous","EN","1","6","1","1","5","6","3","5","1","1","1","1","6","2","2","5","5","3","5","5","2","6","3","1","2","5","2","5","3","6","5","4","5","5","6","3","3","4","5","5","7","1","6","5","5","2","5","1","6","4","1","1","5","2","1","3","2","7","6","1","2","3","1","6","3","6","2","5","2","3","1","6","1","7","7","3","4","4","2","1","1","5","2","1","3","1","51","2","6","3","4","1"
"0","100","1259","1","anonymous","EN","1","3","6","3","5","3","1","4","3","3","2","6","5","1","5","5","5","6","4","5","2","2","5","4","4","4","2","4","2","1","4","4","6","5","6","3","5","5","6","2","4","3","4","3","2","2","5","4","2","3","2","5","2","2","2","3","4","5","6","2","6","5","2","6","2","3","5","2","5","3","6","6","3","6","6","3","4","2","5","2","2","5","2","1","4","2","38","1","6","3","7","1"
"0","100","1412","1","anonymous","EN","1","5","5","1","5","3","2","5","4","3","3","5","6","3","6","5","5","6","5","5","5","4","5","4","5","5","3","4","5","5","4","4","6","5","6","5","5","4","7","4","5","4","5","4","4","4","6","5","4","5","5","3","5","2","3","4","5","5","5","5","6","5","6","5","4","4","4","4","5","2","6","6","5","3","5","5","3","3","3","3","3","3","3","3","3","3","38","1","6","5","6","2"
"0","100","666","1","anonymous","EN","1","3","4","2","4","3","2","4","5","2","2","5","5","3","3","5","4","6","5","5","4","2","4","2","5","5","2","4","4","4","6","4","5","7","5","5","5","5","4","2","5","4","5","6","1","5","6","4","3","4","2","2","4","2","2","3","4","6","6","2","6","6","4","7","5","3","6","4","5","2","5","5","2","4","5","4","2","5","3","2","3","4","4","4","3","3","66","2","6","4","4","9"
"0","100","1030","1","anonymous","EN","1","6","6","7","6","6","7","6","1","6","6","6","7","1","3","6","6","7","7","7","4","2","7","4","2","5","6","5","2","6","6","4","7","6","6","2","6","6","5","2","2","2","2","6","5","7","6","6","1","7","6","1","7","2","7","6","6","6","6","7","6","7","6","6","6","7","2","6","5","2","7","6","7","1","7","6","5","2","4","2","2","4","5","1","5","4","28","1","2","5","11","10"
"0","100","1040","1","anonymous","EN","1","1","1","1","5","1","5","7","1","1","1","1","6","1","4","7","1","7","7","7","4","1","6","1","7","4","1","7","5","4","7","4","7","7","7","7","6","7","7","4","6","7","7","7","1","7","7","3","3","7","1","3","4","2","1","7","7","7","7","6","7","7","7","7","5","1","4","7","6","1","5","7","1","7","7","7","5","4","5","1","1","5","1","1","1","3","64","2","6","6","11","1"
"0","100","1326","1","anonymous","EN","1","1","1","2","7","4","2","4","1","1","1","4","6","4","5","6","6","5","5","4","3","1","4","2","3","4","1","5","1","2","5","4","6","6","6","1","5","5","4","4","2","3","5","7","1","3","6","1","2","4","2","1","2","2","1","5","4","6","7","2","6","7","2","7","2","1","2","5","1","1","3","5","2","1","7","6","5","1","4","1","1","5","1","1","2","1","60","2","6","5","3","9"
"0","100","1063","1","anonymous","EN","1","1","3","3","6","2","3","6","2","2","2","3","5","1","2","6","6","7","5","6","6","2","6","6","6","5","2","6","6","7","6","4","7","6","7","6","6","6","6","7","6","2","5","7","2","2","6","5","5","6","4","3","6","2","2","6","6","6","6","5","6","5","6","7","6","3","4","7","3","2","6","6","2","6","6","6","5","1","5","1","1","5","1","1","4","3","85","1","6","6","8","1"
"0","100","1354","1","anonymous","EN","1","5","6","1","6","1","2","6","1","1","1","6","6","3","2","7","6","7","7","4","4","4","6","4","5","5","1","6","3","7","7","4","6","7","7","3","7","6","4","3","6","3","3","7","1","2","7","2","3","4","2","1","7","2","1","6","6","7","7","4","6","7","2","7","5","5","4","6","5","1","3","5","2","5","7","7","4","4","5","1","2","4","2","3","5","1","21","5","3","2","5","11"
"0","100","1143","1","anonymous","EN","1","4","5","3","6","1","4","5","1","1","1","4","7","3","3","6","5","5","6","6","3","2","5","5","3","5","1","6","3","6","6","4","5","7","6","3","6","5","6","4","5","2","4","1","2","6","7","1","2","6","4","1","6","2","1","5","5","5","7","5","6","5","3","6","5","2","1","3","4","1","6","7","2","6","5","5","2","4","4","1","2","5","4","4","5","3","28","2","6","2","7","10"
"0","100","1082","1","anonymous","EN","1","7","5","4","6","2","3","4","2","1","2","6","6","3","5","5","5","6","5","4","6","5","6","7","4","3","3","7","5","6","5","4","5","6","6","5","6","6","6","2","7","2","1","7","2","1","6","1","3","5","5","1","7","2","1","4","5","6","6","1","5","5","3","7","2","5","6","7","6","3","5","5","2","5","6","6","2","4","4","2","3","4","4","4","2","4","29","1","6","3","2","9"
"0","100","1727","1","anonymous","EN","1","4","1","1","6","1","6","7","1","1","1","1","7","1","1","7","4","7","5","7","7","1","4","1","7","7","1","7","7","6","7","4","7","1","4","7","7","7","4","4","1","1","1","1","1","1","7","1","7","7","2","1","7","2","1","7","7","7","7","7","7","7","7","7","7","7","1","4","7","1","4","4","1","4","7","7","5","4","4","1","1","5","3","4","2","3","41","2","3","3","2","11"
"0","100","139","1","anonymous","EN","1","3","3","3","4","3","3","4","5","3","4","3","3","4","3","3","3","4","3","3","3","3","4","3","4","3","3","2","3","4","5","4","3","4","4","3","3","3","3","2","3","3","3","3","3","5","3","4","2","2","3","4","3","2","4","3","4","4","3","4","3","3","3","4","3","2","3","3","3","3","4","4","4","4","3","2","2","2","2","3","5","3","2","2","4","2","31","1","3","1","8","12"
"0","100","628","1","anonymous","EN","1","2","4","1","7","2","3","5","2","1","1","5","7","4","4","6","7","7","5","6","2","3","7","1","4","5","2","6","2","5","6","4","6","6","6","2","6","6","5","4","5","3","5","7","1","4","7","1","1","4","4","1","4","2","1","6","6","6","7","4","6","6","2","7","4","2","2","6","1","1","4","6","2","2","7","6","5","1","5","1","1","5","1","1","5","1","20","1","1","4","11","10"
"0","100","634","1","anonymous","EN","1","5","6","2","5","3","3","3","5","3","2","6","6","3","5","6","5","6","3","5","5","2","6","5","5","5","3","5","3","5","5","4","6","5","6","5","6","5","7","3","3","2","3","6","2","5","5","3","3","5","5","3","5","2","3","5","5","6","6","5","5","6","5","6","5","2","3","3","5","2","5","7","5","3","5","5","4","2","5","2","1","5","2","2","1","2","42","1","1","5","7","9"
"0","100","1145","1","anonymous","EN","1","7","6","5","5","6","3","1","1","2","2","7","5","5","5","5","6","5","6","4","4","1","2","3","5","4","5","4","1","4","4","4","1","5","7","1","4","5","7","3","5","1","5","5","1","7","7","1","1","4","5","3","5","2","1","2","2","7","7","2","5","4","5","7","2","1","5","3","3","1","6","7","1","7","7","3","3","4","4","2","5","3","2","2","2","2","26","2","2","5","6","9"
"0","100","528","1","anonymous","EN","1","3","3","7","6","1","6","3","1","1","1","6","7","2","2","7","3","6","6","5","6","1","5","5","6","6","1","7","3","7","6","4","6","7","6","5","5","6","4","6","7","1","6","6","1","1","7","2","5","5","5","1","7","2","1","6","5","7","7","7","5","6","3","7","5","1","3","6","5","1","1","6","1","6","7","5","2","2","4","1","1","5","1","1","4","2","34","1","1","6","7","11"
"0","100","675","1","anonymous","EN","1","2","5","3","7","5","1","1","3","5","1","5","6","7","5","5","2","5","2","3","2","7","7","3","1","3","1","1","1","1","4","4","3","5","6","1","1","7","7","1","6","1","3","4","1","7","1","1","1","1","3","5","1","2","1","5","2","5","6","1","1","1","7","5","1","7","1","1","1","1","7","7","4","7","6","1","5","1","1","1","5","4","1","1","1","1","25","2","3","4","8","9"
"0","100","1305","1","anonymous","EN","1","4","2","2","6","2","6","5","3","1","2","5","6","1","2","6","5","5","6","5","3","5","5","6","5","5","1","5","4","6","5","4","6","7","7","5","5","5","6","6","5","2","6","6","2","1","6","1","3","6","3","1","7","2","1","6","7","7","6","3","5","6","4","7","6","2","1","6","4","1","5","6","7","2","6","5","2","2","4","2","2","3","2","3","1","5","20","2","2","3","9","1"
"0","100","613","1","anonymous","EN","1","3","3","1","6","3","5","4","2","2","1","3","6","3","4","6","4","6","6","5","6","2","6","4","5","5","2","6","4","6","6","4","6","6","7","5","6","5","5","4","5","1","6","4","1","3","6","2","3","4","4","2","5","2","2","6","4","6","6","4","6","5","4","6","4","3","2","6","4","1","4","5","2","4","6","6","5","2","5","1","1","5","1","1","5","2","66","1","6","3","3","2"
"0","100","1391","1","anonymous","EN","1","5","4","4","6","3","7","4","3","1","1","6","6","3","3","5","5","7","5","6","5","5","6","5","4","5","3","6","4","7","5","4","7","6","6","5","6","6","4","6","5","1","4","4","3","3","7","2","4","5","3","1","7","1","2","5","4","5","7","6","6","5","4","6","4","5","3","6","5","4","4","5","4","4","5","6","3","3","5","1","1","5","2","2","5","2","65","2","7","5","1","1"
"0","100","2096","1","anonymous","EN","1","2","6","4","6","2","1","2","3","3","1","5","5","2","5","7","6","7","5","4","5","3","5","4","4","4","2","5","3","3","4","4","2","6","6","3","5","4","7","1","4","1","4","2","3","7","5","2","2","3","1","3","3","2","2","2","4","6","6","2","3","7","4","7","3","2","4","2","3","1","6","6","4","6","7","2","5","1","4","2","1","5","1","2","2","1","48","1","6","5","8","1"
"0","100","1103","1","anonymous","EN","1","6","5","3","3","3","2","3","3","1","1","6","5","2","5","7","6","7","6","5","2","5","5","2","5","5","3","7","1","7","5","4","3","5","6","1","5","3","7","3","5","2","5","6","5","2","7","3","1","3","1","1","6","2","1","5","5","7","7","1","6","5","5","3","3","7","7","6","2","3","5","7","2","5","6","5","2","5","2","2","4","4","1","4","3","2","34","2","6","5","11","3"
"0","100","1513","1","anonymous","EN","1","5","5","2","6","5","4","5","2","2","2","5","6","2","5","6","4","6","6","7","2","4","2","4","6","6","1","4","6","4","6","4","6","6","6","6","6","6","5","4","6","1","6","2","2","6","6","2","5","6","5","2","5","2","2","6","6","7","7","4","6","4","4","7","4","6","2","6","7","2","6","4","2","5","6","6","4","2","4","2","3","4","1","1","4","1","","1","1","5","5","6"
"0","100","1728","1","anonymous","EN","1","2","2","2","5","2","6","6","2","2","2","2","6","4","3","6","2","6","6","6","3","2","6","2","5","6","2","6","2","5","6","4","5","6","6","3","6","6","4","6","4","2","6","6","2","2","6","2","4","6","2","2","4","2","3","6","6","6","6","4","6","6","2","7","4","2","2","6","2","2","2","4","2","3","6","6","4","2","4","2","1","4","2","2","2","2","38","2","2","3","4","12"
"0","100","839","1","anonymous","EN","1","3","5","2","6","2","3","6","2","4","1","6","7","3","3","7","3","7","6","4","2","2","6","3","5","6","1","3","2","5","7","4","7","7","7","3","7","6","6","4","5","1","4","7","1","2","4","3","2","5","5","2","5","2","2","4","6","7","7","5","7","7","4","7","4","5","2","6","1","1","6","7","2","5","7","6","4","2","4","1","1","5","2","1","5","2","31","3","2","5","8","10"
"0","100","1665","1","anonymous","EN","1","1","1","2","6","1","5","6","1","1","1","3","6","3","1","6","1","6","6","5","5","1","6","1","5","7","1","6","2","6","6","4","7","6","6","5","7","6","7","5","6","1","6","6","1","2","6","1","4","6","3","1","6","6","1","5","5","7","7","4","7","5","1","6","1","1","6","7","3","1","1","6","6","7","7","6","4","1","4","1","1","5","1","1","4","1","23","2","1","5","6","9"
"0","100","1309","1","anonymous","EN","1","6","5","2","6","2","3","4","2","2","1","5","6","2","3","6","3","6","6","5","3","2","6","3","6","5","1","6","5","6","6","4","6","6","7","5","7","5","5","5","5","1","5","7","1","1","7","2","2","5","3","2","6","2","1","5","6","7","7","2","6","6","2","6","4","5","2","7","5","1","2","6","1","2","6","6","4","1","3","1","1","5","2","1","4","2","29","2","6","3","7","9"
"0","100","895","1","anonymous","EN","1","6","4","1","6","2","2","6","1","2","2","1","6","4","4","6","5","7","5","5","2","2","5","3","5","4","1","5","2","2","6","4","6","7","6","3","7","5","5","2","6","2","6","6","1","3","6","2","4","4","2","2","2","2","2","3","5","7","7","4","6","6","3","6","6","2","2","3","5","2","6","6","4","5","7","5","4","2","5","1","1","5","1","1","5","2","36","1","6","7","12","2"
"0","100","1347","1","anonymous","EN","1","6","3","2","6","2","5","5","1","1","1","2","6","2","2","7","6","6","6","4","5","2","5","2","6","2","1","7","4","6","6","2","6","6","6","5","7","6","4","4","6","1","5","7","1","1","6","1","4","7","4","2","6","2","1","6","6","7","7","4","6","6","4","6","5","1","2","7","5","1","4","4","1","2","7","5","4","3","5","4","1","4","2","1","3","2","42","1","6","5","11","10"
"0","100","2208","1","anonymous","EN","1","4","7","5","5","4","3","3","3","5","5","7","5","4","6","4","4","4","2","5","5","3","5","5","1","5","3","5","1","4","2","4","4","3","1","5","3","4","3","2","5","5","3","4","4","4","4","2","4","2","4","3","4","2","4","3","2","6","2","4","5","4","3","4","2","3","5","5","2","3","4","5","5","4","4","2","3","3","4","2","4","2","3","2","2","3","22","1","1","3","8","9"
"0","100","2022","1","anonymous","EN","1","5","4","4","5","5","2","4","3","3","5","6","5","6","5","3","5","5","4","4","5","4","5","4","4","4","5","4","4","6","4","4","5","4","6","4","5","3","6","2","5","3","4","5","2","2","5","3","2","4","5","3","5","2","1","5","4","5","6","3","5","4","3","5","2","4","5","5","4","3","3","6","4","6","4","4","4","4","4","2","2","4","2","2","4","2","30","2","6","4","3","10"
"0","100","1884","1","anonymous","EN","1","3","5","1","7","2","1","6","1","1","2","5","7","1","6","6","6","7","7","7","5","1","6","2","5","5","3","7","6","6","6","4","6","7","6","6","7","5","7","2","5","1","7","1","1","1","7","1","4","7","5","1","2","2","1","7","7","7","7","1","7","7","7","7","6","2","1","7","7","1","2","7","4","5","7","5","5","1","4","1","1","4","1","1","4","1","31","2","6","5","8","10"
"0","100","282","1","anonymous","EN","1","4","6","4","5","5","4","3","4","4","4","5","4","3","4","4","4","3","3","4","3","3","4","4","4","3","5","4","5","4","4","4","3","4","4","4","5","5","3","3","5","4","3","4","4","4","4","5","4","4","4","4","4","2","3","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","3","3","4","4","4","4","4","4","5","1","4","4","4","4","4","4","39","1","5","5","6","2"
"0","100","411","1","anonymous","EN","1","2","4","2","4","3","5","4","2","2","3","3","6","5","4","6","4","4","4","5","2","4","5","2","3","4","2","5","3","2","6","4","6","5","5","4","5","6","4","3","4","2","7","5","2","4","4","2","4","5","3","3","3","2","3","5","4","6","6","2","5","5","4","5","5","5","2","5","2","2","2","6","2","5","5","3","5","1","5","1","1","4","1","1","2","1","56","1","3","5","12","1"
"0","100","2299","1","anonymous","EN","1","5","1","2","6","1","5","7","1","1","1","2","7","2","3","7","6","7","7","6","6","3","7","1","5","6","1","7","3","6","7","4","7","7","7","3","7","7","4","4","3","1","7","6","1","1","6","1","5","7","3","1","7","2","1","7","6","7","7","5","6","7","7","7","6","3","1","7","2","1","2","5","1","2","7","6","2","4","5","1","1","5","4","2","2","5","54","2","6","5","7","2"
"0","100","489","1","anonymous","EN","1","1","1","1","6","1","6","7","1","1","1","2","7","1","2","7","7","7","7","7","5","1","7","4","7","6","1","7","2","6","7","4","7","7","7","1","7","7","4","6","7","1","7","4","1","1","7","1","2","7","4","1","4","2","1","7","7","7","7","6","7","7","2","7","6","2","1","7","3","1","1","2","1","2","7","7","5","1","5","1","1","4","1","1","4","2","34","1","6","5","10","10"
"0","100","2291","1","anonymous","EN","1","5","5","1","7","1","3","6","1","1","1","1","7","1","2","1","7","7","7","6","7","3","7","5","6","5","1","6","5","7","7","4","5","7","7","5","7","7","5","3","3","1","1","7","1","1","6","1","1","5","1","1","7","2","1","6","7","7","7","6","7","7","5","7","6","1","1","7","1","1","1","7","1","5","7","7","5","1","1","1","1","5","1","1","5","2","34","1","2","5","11","1"
"0","100","558","1","anonymous","EN","1","7","5","6","1","3","1","1","6","6","3","5","3","7","6","4","6","4","1","3","1","7","2","1","1","1","2","1","1","1","1","4","5","2","1","1","3","5","7","1","2","2","7","4","7","7","1","1","3","1","5","3","3","2","1","2","2","2","4","2","4","1","3","7","1","7","1","1","1","4","7","7","3","7","6","4","5","1","5","1","2","5","1","1","2","1","35","1","6","2","3","10"
"0","100","2637","1","anonymous","EN","1","5","3","4","6","4","4","6","4","3","3","3","5","4","4","5","7","5","4","5","5","3","6","2","4","5","2","4","5","4","5","4","6","5","6","5","6","6","6","3","5","3","5","5","3","5","5","5","5","4","5","2","4","2","1","6","4","7","6","4","4","5","4","6","4","5","3","4","5","2","4","5","3","7","5","4","4","3","3","2","3","4","3","2","2","3","31","2","6","1","11","1"
"0","100","2297","1","anonymous","EN","1","4","4","3","5","3","4","4","3","3","3","4","5","3","4","5","4","5","5","4","3","3","4","4","4","5","3","5","4","5","4","4","5","4","5","4","4","5","4","3","4","3","3","4","3","3","5","3","4","5","3","3","4","2","3","5","5","5","5","4","4","4","3","5","4","3","3","3","3","4","3","4","3","4","4","4","3","3","3","2","2","3","3","3","3","2","29","2","6","3","5","12"
"0","100","2319","1","anonymous","EN","1","2","2","1","5","1","5","5","2","2","1","1","6","2","5","6","7","6","6","6","4","1","6","1","5","6","1","6","4","7","6","4","5","6","6","5","6","5","6","5","6","1","3","4","1","1","6","2","5","6","5","1","6","2","1","6","6","7","7","6","6","6","4","6","4","1","1","7","4","1","2","4","1","6","7","5","4","1","5","2","1","5","3","1","4","3","59","2","6","4","9","1"
"0","100","1100","1","anonymous","EN","1","3","6","2","4","3","3","6","2","3","1","6","6","7","3","6","4","6","6","4","2","2","6","4","5","6","3","5","3","6","6","4","7","6","6","5","6","5","7","3","5","1","4","6","1","5","6","4","3","4","5","3","5","2","2","6","4","7","6","4","4","6","5","6","4","3","5","4","5","1","7","7","2","7","6","6","5","4","5","1","1","4","2","2","2","1","30","2","1","5","1","1"
"0","100","3711","1","anonymous","EN","1","4","4","3","3","3","4","5","2","2","2","3","4","2","4","3","3","4","6","3","3","2","4","2","3","3","2","3","3","4","5","4","4","6","4","4","4","4","3","3","3","2","3","3","3","2","4","2","3","3","4","2","4","2","2","4","5","6","5","4","4","4","4","5","4","4","3","4","4","3","4","4","3","3","6","4","2","3","3","3","2","3","3","3","3","3","44","2","3","4","6","12"
"0","100","1773","1","anonymous","EN","1","6","5","2","5","5","1","3","5","4","3","4","4","5","5","5","5","6","4","4","2","6","4","3","4","4","3","2","2","2","4","4","4","5","5","2","4","4","7","1","4","4","6","4","5","5","4","6","3","2","2","5","2","2","3","2","3","6","6","2","4","4","5","4","3","6","5","3","2","2","5","6","2","6","5","4","4","2","4","3","2","2","2","2","3","3","37","2","1","5","8","9"
"0","100","1680","1","anonymous","EN","1","7","7","7","2","6","1","1","7","6","7","7","1","7","7","1","6","1","2","1","2","6","4","2","1","2","5","1","1","1","1","4","1","1","1","1","2","2","4","1","2","7","3","4","6","7","1","6","1","1","3","7","1","2","5","1","1","1","1","2","1","2","3","3","1","6","7","2","1","7","6","6","7","7","2","4","4","4","3","2","3","4","2","2","4","4","36","1","6","2","10","9"
"0","100","2368","1","anonymous","EN","1","5","6","5","4","5","2","2","3","3","3","5","5","6","6","5","4","5","5","4","4","6","4","6","5","4","3","5","2","5","5","4","3","5","4","2","2","3","6","2","4","2","5","4","3","2","5","5","2","2","4","6","5","2","2","5","4","5","5","2","4","4","4","5","2","5","5","2","2","3","6","6","3","6","6","5","5","2","4","1","4","4","2","1","4","1","35","1","1","5","2","9"
"0","100","478","1","anonymous","EN","1","3","3","3","6","2","3","5","2","2","2","2","6","2","3","6","4","5","5","5","5","2","6","6","5","5","2","5","4","5","6","4","5","5","4","5","5","5","6","3","4","2","6","5","2","3","5","2","4","4","3","2","5","2","2","5","5","5","6","3","5","5","4","5","5","2","2","4","4","2","5","5","4","2","6","5","5","1","4","2","1","3","1","1","2","1","36","1","1","5","8","10"
"0","100","2435","1","anonymous","EN","1","2","4","1","4","1","3","1","3","3","1","1","4","1","3","7","6","4","6","4","1","3","4","1","3","5","1","6","1","6","5","4","5","5","4","1","1","4","7","1","5","1","6","4","3","4","6","1","2","4","5","1","4","2","1","2","4","6","5","1","6","5","4","5","4","3","5","3","1","1","6","7","1","7","5","3","3","1","5","1","1","4","1","1","1","2","43","2","2","5","11","1"
"0","100","3765","1","anonymous","EN","1","2","2","1","7","1","7","6","1","2","1","2","6","1","1","7","4","5","6","7","7","1","6","7","7","6","6","7","6","6","6","4","6","7","4","6","6","7","2","6","7","6","5","6","1","4","7","5","6","6","4","2","6","2","2","6","6","5","7","6","6","6","3","6","6","1","1","6","6","1","4","1","2","2","6","7","4","2","4","1","1","5","1","2","2","2","35","1","6","6","5","1"
"0","100","1612","1","anonymous","EN","1","6","5","2","6","3","4","7","3","4","2","5","5","2","5","6","6","6","5","7","6","2","5","1","5","6","2","5","2","5","7","4","6","5","7","2","7","7","7","3","3","2","7","3","1","5","6","5","2","6","2","3","5","2","4","6","6","7","7","7","6","7","6","7","4","2","6","4","5","3","5","7","1","6","6","6","5","1","4","1","1","4","1","1","3","1","27","1","6","5","8","2"
